URI,Artist,Songs,Release Date,Popularity,Acousticness,Danceability,Energy,Instrumentalness,Loudness,Speechiness,Tempo,Valence,WH,War?,,,,,,,,,
spotify:track:1Jwc3ODLQxtbnS8M9TflSP,The Bangles,Walk Like an Egyptian,1987,63,0.00344,0.724,0.891,4.66E-05,-7.818,0.0995,103.022,0.819,R,Peace,,,,,,,,,
spotify:track:54b8qPFqYqIndfdxiLApea,Heart,Alone,1987,72,0.638,0.418,0.452,0.00026,-13.099,0.0356,175.088,0.168,R,Peace,,,,,,,,,
spotify:track:7wQ9alB79WZb0F5gFLbxSh,Gregory Abbott,Shake You Down,1987,52,0.523,0.787,0.474,0,-10.384,0.0265,94.995,0.826,R,Peace,,,,,,,,,
spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),1987,80,0.207,0.709,0.824,0.000307,-8.824,0.0453,118.814,0.867,R,Peace,,,,,,,,,
spotify:track:4HbEAwk5eSPUPkIM3zThIR,Various Artists,Nothing’s Gonna Stop Us Now (Re-Recorded / Remastered),1987,22,0.137,0.483,0.686,1.70E-06,-6.331,0.0342,202.193,0.602,R,Peace,,,,,,,,,
spotify:track:1qOU8KzFifXE9YrgjVwYvc,Whitesnake,Here I Go Again 87 - 2018 Remaster,1987,65,0.0117,0.292,0.823,7.79E-05,-6.763,0.0407,89.939,0.244,R,Peace,,,,,,,,,
spotify:track:6qqODGz2Ob4Yt139qzN3NO,The Karaoke Channel,The Way It Is - Karaoke,1987,11,0.16,0.565,0.41,0.812,-11.024,0.0375,111.337,0.352,R,Peace,,,,,,,,,
spotify:track:303oOLP2Jf6M4rke52qItM,Bob Seger,Shakedown,1987,47,0.0323,0.571,0.944,3.26E-06,-5.365,0.072,170.696,0.498,R,Peace,,,,,,,,,
spotify:track:37ZJ0p5Jm13JPevGcx4SkF,Bon Jovi,Livin' On A Prayer,1987,82,0.0778,0.532,0.887,0.000214,-3.757,0.0335,122.511,0.795,R,Peace,,,,,,,,,
spotify:track:0HEmnAUT8PHznIAAmVXqFJ,George Michael,Faith - Remastered,1988,74,0.0094,0.887,0.48,3.58E-05,-11.994,0.117,95.846,0.607,R,Peace,,,,,,,,,
spotify:track:5eU8qMd0TpaLqTGDZJaLDs,INXS,Need You Tonight,1988,65,0.0713,0.801,0.723,0.154,-4.985,0.0689,109.03,0.883,R,Peace,,,,,,,,,
spotify:track:3OeUlriM0EZHdWleJtjoVr,George Harrison,Got My Mind Set On You - Remastered 2004,1988,69,0.465,0.767,0.854,2.03E-06,-6.947,0.0426,149.206,0.963,R,Peace,,,,,,,,,
spotify:track:7GhIk7Il098yCjg4BQjzvb,Rick Astley,Never Gonna Give You Up,1988,65,0.135,0.727,0.939,4.35E-05,-11.855,0.0369,113.33,0.916,R,Peace,,,,,,,,,
spotify:track:7snQQk1zcKl8gZ92AnueZW,Guns N' Roses,Sweet Child O' Mine,1988,73,0.0901,0.446,0.952,0.0857,-5.321,0.0523,125.303,0.624,R,Peace,,,,,,,,,
spotify:track:4l2Edgdj4vla02GCh7YyAv,Whitney Houston,So Emotional,1988,58,0.268,0.698,0.792,5.17E-05,-10.011,0.0496,119.082,0.796,R,Peace,,,,,,,,,
spotify:track:58mFu3oIpBa0HLNeJIxsw3,Belinda Carlisle,Heaven Is A Place On Earth,1988,66,0.035,0.637,0.786,2.57E-06,-10.192,0.0324,122.872,0.804,R,Peace,,,,,,,,,
spotify:track:5HNstg5iwAVAa0xT83pWTN,Tiffany,Could’ve Been,1988,25,0.401,0.361,0.35,0.0117,-8.081,0.0301,95.83,0.228,R,Peace,,,,,,,,,
spotify:track:0LBtQiEVfP4ysLQ43Do8uN,Breathe,Hands To Heaven,1988,45,0.242,0.543,0.384,1.16E-06,-15.018,0.0307,128.768,0.407,R,Peace,,,,,,,,,
spotify:track:2QlPByrmEO9XciNBXCrawR,Steve Winwood,Roll With It,1988,53,0.07,0.759,0.645,0.0403,-13.352,0.0276,117.254,0.954,R,Peace,,,,,,,,,
spotify:track:5VpJrXw5GRP0tSFXAzrRM5,Chicago,Look Away,1989,46,0.464,0.394,0.557,0,-7.152,0.0324,172.912,0.186,R,Peace,,,,,,,,,
spotify:track:0v9kGNjkKdQUdDoBIuiph4,Bobby Brown,My Prerogative,1989,55,0.0655,0.762,0.625,0,-10.481,0.0562,110.163,0.696,R,Peace,,,,,,,,,
spotify:track:43GS3mtezoIFiuIZCLLiDY,Poison,Every Rose Has Its Thorn - Remastered 2003,1989,70,0.16,0.533,0.637,1.12E-05,-5.571,0.0323,140.167,0.292,R,Peace,,,,,,,,,
spotify:track:5xl5582IihbEZAnfj0xyso,Paula Abdul,Straight Up,1989,60,0.267,0.769,0.826,0.0177,-8.252,0.0624,95.862,0.762,R,Peace,,,,,,,,,
spotify:track:4r5VaK6H1bq0cTGPMTN97Z,Janet Jackson,Miss You Much,1989,47,0.0309,0.711,0.975,0.000132,-7.903,0.0394,115.19,0.645,R,Peace,,,,,,,,,
spotify:track:6jrp8qBMJO6vhAeYVAsdk9,Paula Abdul,Cold Hearted,1989,53,0.149,0.879,0.679,0.00871,-8.59,0.0421,122.38,0.724,R,Peace,,,,,,,,,
spotify:track:2Pxqs0WmxxHTV5QaTdmt3Q,Bette Midler,Wind Beneath My Wings,1989,55,0.551,0.51,0.458,0,-7.566,0.0289,123.694,0.177,R,Peace,,,,,,,,,
spotify:track:0C7dYeCLF6ukChtW64UNge,Milli Vanilli,Girl You Know It's True,1989,58,0.00797,0.772,0.822,0.00148,-5.649,0.123,97.718,0.526,R,Peace,,,,,,,,,
spotify:track:0kzSooCGpuphLwn8iTuO9h,Will To Power,"Baby, I Love Your Way/Freebird",1989,61,0.02,0.625,0.435,0.00243,-12.02,0.0286,150.829,0.484,R,Peace,,,,,,,,,
spotify:track:4FKHWhLF2dyjcoSnGlktw4,Various Artists,Giving You the Best That I Got - Single Version,1989,50,0.765,0.637,0.542,0,-8.173,0.0356,105.322,0.38,R,Peace,,,,,,,,,
spotify:track:3IDsegNBHC4pjGCOMTQYlU,Amy Grant,"Baby, Baby",1991,61,0.426,0.702,0.901,0.00153,-4.45,0.0264,97.862,0.919,R,Peace,,,,,,,,,
spotify:track:3l3xTXsUXeWlkPqzMs7mPD,Boyz II Men,End Of The Road,1992,71,0.079,0.642,0.423,0,-9.283,0.0249,149.61,0.505,R,Peace,,,,,,,,,
spotify:track:1SAkL1mYNJlaqnBQxVZrRl,Sir Mix-A-Lot,Baby Got Back,1992,67,0.00458,0.933,0.666,0,-11.277,0.308,128.466,0.635,R,Peace,,,,,,,,,
spotify:track:27AHAtAirQapVldIm4c9ZX,Kris Kross,Jump,1992,66,0.000501,0.749,0.745,0.00403,-10.625,0.164,101.972,0.481,R,Peace,,,,,,,,,
spotify:track:7okbmgA8lRBGl5limZ7LFM,Vanessa Williams,Save The Best For Last,1992,53,0.651,0.521,0.26,0,-15.871,0.0306,96.02,0.219,R,Peace,,,,,,,,,
spotify:track:1zTuB57LYZa7xu7KUH8kF0,TLC,Baby-Baby-Baby,1992,51,0.0913,0.679,0.597,0.000673,-8.601,0.0439,184.174,0.9,R,Peace,,,,,,,,,
spotify:track:612VcBshQcy4mpB2utGc3H,Eric Clapton,"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",1992,72,0.8,0.695,0.336,0.00264,-12.999,0.0313,79.109,0.422,R,Peace,,,,,,,,,
spotify:track:3R97rNX7JnmshCWBwOSFet,En Vogue,My Lovin' (You're Never Gonna Get It),1992,58,0.0318,0.767,0.839,9.31E-06,-5.519,0.0613,98.055,0.461,R,Peace,,,,,,,,,
spotify:track:3d9DChrdc6BOeFsbrZ3Is0,Red Hot Chili Peppers,Under the Bridge,1992,80,0.0576,0.559,0.345,0.000105,-13.496,0.0459,84.581,0.458,R,Peace,,,,,,,,,
spotify:track:4XmsMIMjvDIFEjeY3ycMzW,Color Me Badd,All 4 Love,1992,49,0.0347,0.807,0.75,0.00017,-8.29,0.0315,106.389,0.797,R,Peace,,,,,,,,,
spotify:track:5AoBNJQDXXEnIJGjJjZu3y,Jon Secada,Just Another Day,1992,58,0.0194,0.717,0.642,0.000249,-10.727,0.0287,105.894,0.732,R,Peace,,,,,,,,,
spotify:track:0wqOReZDnrefefEsrIGeR4,Lifehouse,Hanging By A Moment,2001,64,0.000983,0.531,0.855,0,-4.95,0.0352,124.578,0.424,R,Peace,,,,,,,,,
spotify:track:3unsLiH5FXmaDWtT5Imolu,Alicia Keys,Fallin',2001,73,0.263,0.653,0.609,0.00101,-7.519,0.037,95.982,0.482,R,Peace,,,,,,,,,
spotify:track:28IZUzBnFsBxyrgdsdlQPg,Janet Jackson,All For You,2001,60,0.0107,0.774,0.881,0.0431,-4.681,0.0917,113.511,0.775,R,Peace,,,,,,,,,
spotify:track:2f5N826udWfjT9iomeaBJt,Matchbox Twenty,If You're Gone,2001,64,0.427,0.544,0.659,1.33E-06,-7.191,0.0298,109.933,0.361,R,Peace,,,,,,,,,
spotify:track:751gBcu62kORDelX7FV0mM,Dido,Thank You,2001,59,0.284,0.722,0.595,0.000538,-9.928,0.0415,79.98,0.738,R,Peace,,,,,,,,,
spotify:track:16gvJsVyauI16RqmOrwJJk,Lenny Kravitz,Again,2001,56,0.0186,0.554,0.82,4.91E-05,-5.035,0.0296,79.155,0.755,R,Peace,,,,,,,,,
spotify:track:1CkvWZme3pRgbzaxZnTl5X,Adele,Rolling in the Deep,2011,73,0.131,0.729,0.756,0,-5.119,0.0294,104.945,0.522,R,Peace,,,,,,,,,
spotify:track:4lCv7b86sLynZbXhfScfm2,Katy Perry,Firework,2011,71,0.139,0.638,0.826,0,-4.968,0.0479,124.072,0.649,R,Peace,,,,,,,,,
spotify:track:2ya7QgShrnI12YnREgBwav,Karaoke Hits Band,E.T.,2011,14,0.14,0.716,0.635,0.772,-7.133,0.124,151.512,0.426,R,Peace,,,,,,,,,
spotify:track:7rIhVsWn8W82shpRiPDrXc,Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",2011,57,0.192,0.669,0.939,0,-3.209,0.161,129.014,0.53,R,Peace,,,,,,,,,
spotify:track:2tJulUYLDKOg9XrtVkMgcJ,Bruno Mars,Grenade,2011,73,0.146,0.706,0.558,0,-7.237,0.0593,110.443,0.227,R,Peace,,,,,,,,,
spotify:track:0iYebKFUSfF72fUu2OW6ZT,Nicki Minaj,Super Bass,2011,69,0.269,0.72,0.861,5.11E-06,-4.339,0.209,126.991,0.669,R,Peace,,,,,,,,,
spotify:track:3JA9Jsuxr4xgHXEawAdCp4,The Black Eyed Peas,Just Can’t Get Enough,2011,68,0.187,0.483,0.648,0,-8.651,0.327,93.939,0.242,R,Peace,,,,,,,,,
spotify:track:3TGRqZ0a2l1LRblBkJoaDx,Carly Rae Jepsen,Call Me Maybe,2012,67,0.0123,0.778,0.585,0,-6.502,0.0435,120.069,0.626,R,Peace,,,,,,,,,
spotify:track:7a86XRg84qjasly9f6bPSD,fun.,We Are Young (feat. Janelle Monáe),2012,70,0.02,0.378,0.638,7.66E-05,-5.576,0.075,184.086,0.735,R,Peace,,,,,,,,,
spotify:track:7gUpO6td4OOnu0Lf9vhcIV,Ellie Goulding,Lights - Single Version,2012,60,0.0283,0.683,0.789,0.0492,-6.132,0.0353,120.013,0.809,R,Peace,,,,,,,,,
spotify:track:3AGOgQzp0YcPH41u9p7dOp,The Wanted,Glad You Came,2012,66,0.0643,0.755,0.838,1.59E-05,-4.5,0.0687,126.877,0.473,R,Peace,,,,,,,,,
spotify:track:6D60klaHqbCl9ySc8VcRss,Kelly Clarkson,Stronger (What Doesn't Kill You),2012,64,0.046,0.562,0.939,0,-4.282,0.0475,116.044,0.684,R,Peace,,,,,,,,,
spotify:track:1oHNvJVbFkexQc0BpQp7Y4,Nicki Minaj,Starships,2012,66,0.135,0.747,0.716,0,-2.457,0.075,125.008,0.751,R,Peace,,,,,,,,,
spotify:track:3SPDQfj2UfWq6A2NllZnzn,One Direction,What Makes You Beautiful,2012,69,0.00761,0.729,0.771,0,-2.451,0.0725,125.011,0.873,R,Peace,,,,,,,,,
spotify:track:4YMqbFcDIFiCBd02PzUBcM,Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),2013,69,0.0619,0.781,0.526,0,-6.985,0.293,94.992,0.662,R,Peace,,,,,,,,,
spotify:track:4G8gkOterJn0Ywt6uhqbhp,Imagine Dragons,Radioactive,2013,71,0.106,0.448,0.784,0.000108,-3.686,0.0627,136.245,0.236,R,Peace,,,,,,,,,
spotify:track:01XFgRZfZI7oBagNf1Loml,Baauer,Harlem Shake,2013,58,0.0111,0.452,0.794,0.00182,-5.151,0.0483,137.825,0.282,R,Peace,,,,,,,,,
spotify:track:4rHZZAmHpZrA3iH5zx8frV,Justin Timberlake,Mirrors,2013,75,0.234,0.574,0.512,0,-6.664,0.0503,76.899,0.512,R,Peace,,,,,,,,,
spotify:track:1mKXFLRA179hdOWQBwUk9e,P!nk,Just Give Me a Reason (feat. Nate Ruess),2013,79,0.346,0.778,0.547,0.000302,-7.273,0.0489,95.002,0.441,R,Peace,,,,,,,,,
spotify:track:0nJW01T7XtvILxQgC5J7Wh,Bruno Mars,When I Was Your Man,2013,80,0.932,0.612,0.28,0,-8.648,0.0434,72.795,0.387,R,Peace,,,,,,,,,
spotify:track:6F5c58TMEs1byxUstkzVeM,Katy Perry,Roar,2013,76,0.00487,0.554,0.772,6.60E-06,-4.821,0.0418,179.984,0.455,R,Peace,,,,,,,,,
spotify:track:5b88tNINg4Q4nrRbrCXUmg,Pharrell Williams,"Happy - From ""Despicable Me 2""",2014,78,0.219,0.647,0.822,0,-4.662,0.183,160.019,0.962,R,Peace,,,,,,,,,
spotify:track:3U4isOIWM3VvDubwSI3y7a,John Legend,All of Me,2014,84,0.922,0.422,0.264,0,-7.064,0.0322,119.93,0.331,R,Peace,,,,,,,,,
spotify:track:6sy3LkhNFjJWlaeSMNwQ62,OneRepublic,Counting Stars,2014,72,0.0654,0.664,0.705,0,-4.972,0.0382,122.017,0.477,R,Peace,,,,,,,,,
spotify:track:6g6A7qNhTfUgOSH7ROOxTD,Jason Derulo,Talk Dirty (feat. 2 Chainz),2014,62,0.0348,0.76,0.652,0,-7.321,0.232,100.315,0.759,R,Peace,,,,,,,,,
spotify:track:6RtPijgfPKROxEzTHNRiDp,MAGIC!,Rude,2014,76,0.0423,0.774,0.756,0,-4.995,0.0389,144.032,0.931,R,Peace,,,,,,,,,
spotify:track:5jE48hhRu8E6zBDPRSkEq7,Meghan Trainor,All About That Bass,2014,68,0.0573,0.807,0.887,2.87E-06,-3.726,0.0503,134.052,0.961,R,Peace,,,,,,,,,
spotify:track:76eTTeRkmu1uu8w46f8bue,Various Artists,Problem (feat. Iggy Azalea),2014,20,0.0216,0.657,0.809,9.59E-06,-5.348,0.176,102.974,0.624,R,Peace,,,,,,,,,
spotify:track:5Nm9ERjJZ5oyfXZTECKmRt,Sam Smith,Stay With Me,2014,82,0.588,0.418,0.42,6.39E-05,-6.444,0.0414,84.094,0.184,R,Peace,,,,,,,,,
spotify:track:32OlwWuMpZ6b0aN2RZOeMS,Mark Ronson,Uptown Funk,2015,80,0.00801,0.856,0.609,8.15E-05,-7.223,0.0824,114.988,0.928,R,Peace,,,,,,,,,
spotify:track:34gCuhDGsG4bRPIf9bb02f,Ed Sheeran,Thinking out Loud,2015,82,0.474,0.781,0.445,0,-6.061,0.0295,78.998,0.591,R,Peace,,,,,,,,,
spotify:track:2JzZzZUQj3Qff7wapcbKjc,Wiz Khalifa,See You Again (feat. Charlie Puth),2015,78,0.369,0.689,0.481,1.03E-06,-7.503,0.0815,80.025,0.283,R,Peace,,,,,,,,,
spotify:track:2d8JP84HNLKhmd6IYOoupQ,Fetty Wap,Trap Queen,2015,72,0.0244,0.746,0.873,0,-3.803,0.128,148.075,0.817,R,Peace,,,,,,,,,
spotify:track:2iuZJX9X9P0GKaE93xcPjk,Maroon 5,Sugar,2015,77,0.0591,0.748,0.788,0,-7.055,0.0334,120.076,0.884,R,Peace,,,,,,,,,
spotify:track:0kzw2tRyuL9rzipi5ntlIy,WALK THE MOON,Shut Up and Dance,2015,79,0.00701,0.578,0.866,0,-3.804,0.0619,128.038,0.619,R,Peace,,,,,,,,,
spotify:track:1kHEuJRasudLhjvnbfc4yS,Taylor Swift,Blank Space,2015,68,0.103,0.76,0.703,0,-5.412,0.054,95.997,0.57,R,Peace,,,,,,,,,
spotify:track:5RIVoVdkDLEygELLCniZFr,Silentó,Watch Me (Whip / Nae Nae),2015,65,0.247,0.821,0.759,0,-8.541,0.121,140.01,0.962,R,Peace,,,,,,,,,
spotify:track:4frLb7nWtsz2ymBE6k2GRP,The Weeknd,Earned It (Fifty Shades Of Grey),2015,67,0.408,0.647,0.291,0,-8.275,0.0363,119.839,0.4,R,Peace,,,,,,,,,
spotify:track:7fBv7CLKzipRk6EC6TWHOB,The Weeknd,The Hills,2015,79,0.0671,0.58,0.565,0,-7.065,0.0488,112.986,0.138,R,Peace,,,,,,,,,
spotify:track:50kpGaPAhYJ3sGmk6vplg0,Justin Bieber,Love Yourself,2016,80,0.856,0.607,0.376,0,-9.954,0.453,102.541,0.545,R,Peace,,,,,,,,,
spotify:track:09CtPGIpYB4BrO8qb1RGsF,Justin Bieber,Sorry,2016,78,0.0865,0.605,0.768,0,-3.724,0.0476,100.209,0.414,R,Peace,,,,,,,,,
spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,Twenty One Pilots,Stressed Out,2016,81,0.0462,0.734,0.637,2.29E-05,-5.677,0.141,169.977,0.648,R,Peace,,,,,,,,,
spotify:track:275a9yzwGB6ncAW4SxY7q3,Desiigner,Panda,2016,69,0.0235,0.72,0.748,0,-5.522,0.393,145.22,0.246,R,Peace,,,,,,,,,
spotify:track:4sPmO7WMQUAf45kwMOtONw,Adele,Hello,2016,70,0.336,0.481,0.451,0,-6.095,0.0347,157.966,0.289,R,Peace,,,,,,,,,
spotify:track:2GyeYBE4rncMsw2QJta3Ne,Various Artists,Can’t Stop the Feeling - Acoustic Cover,2016,7,0.95,0.735,0.3,0.903,-13.505,0.0522,92.033,0.6,R,Peace,,,,,,,,,
spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,The Chainsmokers,Closer,2016,83,0.414,0.748,0.524,0,-5.599,0.0338,95.01,0.661,R,Peace,,,,,,,,,
spotify:track:1fhLgOJgIIZEsWWffk8ljs,The Weavers,Goodnight Irene,1950,13,0.832,0.367,0.261,0,-10.404,0.0289,140.82,0.576,D,War,,,,,,,,,
spotify:track:5dae01pKNjRQtgOeAkFzPY,Nat King Cole,Mona Lisa,1950,51,0.948,0.251,0.225,0,-12.125,0.0347,166.32,0.324,D,War,,,,,,,,,
spotify:track:68GJRIs9vkHFy9l0Sbdsix,Various Artists,The Third Man (The Harry Lime Theme),1950,12,0.911,0.473,0.161,0.909,-17.505,0.0328,131.775,0.364,D,War,,,,,,,,,
spotify:track:33FdwvfiSBRbE2AQ4UehaR,Bing Crosby,Play A Simple Melody - Single Version,1950,10,0.771,0.63,0.222,2.48E-06,-13.74,0.0522,138.497,0.778,D,War,,,,,,,,,
spotify:track:68ZOKozM9xmlp1iwaQSwY7,Teresa Brewer,Music! Music! Music!,1950,26,0.688,0.761,0.448,1.88E-05,-14.35,0.0402,99.078,0.928,D,War,,,,,,,,,
spotify:track:5uEwpyOYHFGqme4WnVQhfs,Guy Lombardo,The Third Man Theme,1950,9,0.885,0.788,0.158,0.627,-12.071,0.0365,115.551,0.569,D,War,,,,,,,,,
spotify:track:7Jf323ttHKUnPylFWiaGl3,Red Foley,Chattanoogie Shoe Shine Boy - 1949 Single Version,1950,31,0.617,0.74,0.382,0.00549,-15.948,0.0563,148.269,0.836,D,War,,,,,,,,,
spotify:track:00vJeips2Rwr2qN1qODvyf,Various Artists,Harbor Lights,1950,12,0.985,0.323,0.0872,0.00992,-18.891,0.0325,85.325,0.155,D,War,,,,,,,,,
spotify:track:3RxI4EHxmNqd7nHJPqbxUm,Sammy Kaye,It Isn't Fair,1950,3,0.912,0.411,0.206,0.0029,-12.48,0.0353,69.193,0.3,D,War,,,,,,,,,
spotify:track:0zII0Soax7wbm3Avw7iVAd,Nat King Cole,Too Young,1951,40,0.805,0.201,0.213,8.22E-05,-14.531,0.0298,96.324,0.203,D,War,,,,,,,,,
spotify:track:1hVEHu6SemMvlYAP5MWkDj,Tony Bennett,Because of You,1951,30,0.94,0.248,0.22,0.00197,-10.768,0.0299,71.377,0.191,D,War,,,,,,,,,
spotify:track:3GVyT9fBXuEkGs1STo2WHZ,Rosemary Clooney,Come On-A My House,1951,41,0.826,0.527,0.633,0,-8.56,0.114,183.174,0.961,D,War,,,,,,,,,
spotify:track:7bETs6oajlWYVo9ycX74Vp,Mario Lanza,"Be My Love (From ""The Toast of New Orleans"")",1951,14,0.972,0.168,0.457,1.33E-06,-7.361,0.0375,86.749,0.202,D,War,,,,,,,,,
spotify:track:3Rd7lzhb3AtQPuQ4UZiSCc,The Weavers,On Top Of Old Smoky,1951,10,0.855,0.399,0.435,0,-8.893,0.0386,168.559,0.68,D,War,,,,,,,,,
spotify:track:1nz7qrpaifFdBUp22qde4O,Tony Bennett,Cold Cold Heart,1951,30,0.968,0.37,0.141,1.59E-06,-14.082,0.039,66.305,0.303,D,War,,,,,,,,,
spotify:track:0VLsWxGXctGx9QtaHCpVEk,Perry Como,If,1951,18,0.903,0.288,0.169,4.22E-05,-12.024,0.0294,71.412,0.229,D,War,,,,,,,,,
spotify:track:0d1IE5LVXuy4V638hzBNJV,Mario Lanza,"The Loveliest Night of the Year (From ""The Great Caruso"")",1951,6,0.938,0.197,0.386,0.0114,-8.349,0.0331,86.223,0.212,D,War,,,,,,,,,
spotify:track:0BHroBUvBAp561BYqC9LRK,Patti Page,Tennessee Waltz,1951,49,0.969,0.373,0.124,0.000891,-12.95,0.0342,86.857,0.351,D,War,,,,,,,,,
spotify:track:5eOP7g5BLBpmksOeoFn77Y,Leroy Anderson,Blue Tango,1952,29,0.856,0.479,0.151,0.856,-22.707,0.0345,118.902,0.556,D,War,,,,,,,,,
spotify:track:2gCQe48O4GMJz6oFBqnN9e,Kay Starr,Wheel Of Fortune,1952,36,0.897,0.461,0.248,0,-10.278,0.0481,140.562,0.404,D,War,,,,,,,,,
spotify:track:4wnFpRgQu2gLN8d76dYOGr,Johnnie Ray,Cry,1952,31,0.849,0.479,0.0952,0,-15.5,0.0274,69.784,0.35,D,War,,,,,,,,,
spotify:track:3rIhZKroSQQjNcgGQsdaJF,Vera Lynn,Auf Wiederseh'n Sweetheart - 2017 Version,1952,37,0.846,0.149,0.137,1.96E-05,-15.349,0.0326,82.853,0.253,D,War,,,,,,,,,
spotify:track:5vIe5BmOlPXarqRxJh9FNE,Rosemary Clooney,Half As Much (with Percy Faith & His Orchestra),1952,37,0.944,0.277,0.189,0,-12.424,0.0329,86.655,0.208,D,War,,,,,,,,,
spotify:track:4cS2Ya30FLHqNb3hwbtjrJ,Patti Page,I Went To Your Wedding,1952,24,0.927,0.53,0.0853,0,-12.223,0.0327,78.372,0.112,D,War,,,,,,,,,
spotify:track:5bETzPVHt11c82M57szEJV,Al Martino,Here In My Heart,1952,28,0.672,0.21,0.271,0.341,-9.598,0.033,61.278,0.228,D,War,,,,,,,,,
spotify:track:1RWg0d6f3GkPHWTW38TcFt,Percy Faith & His Orchestra,Delicado,1952,26,0.76,0.501,0.691,0.928,-12.571,0.0303,100.341,0.891,D,War,,,,,,,,,
spotify:track:2XkuSbp5say8nZW8g6156Z,Various Artists,Wooly Bully,1965,53,0.713,0.582,0.575,3.66E-06,-11.89,0.0529,140.601,0.558,D,War,,,,,,,,,
spotify:track:3aSWQJcWnnqgwYbAgidvlV,Four Tops,"I Can't Help Myself (Sugar Pie, Honey Bunch)",1965,64,0.204,0.686,0.714,0,-4.809,0.0287,126.736,0.964,D,War,,,,,,,,,
spotify:track:2PzU4IB8Dr6mxV3lHuaG34,The Rolling Stones,(I Can't Get No) Satisfaction - Mono Version,1965,75,0.0348,0.725,0.853,0.127,-7.842,0.0353,136.282,0.904,D,War,,,,,,,,,
spotify:track:36ckFm0oicmvX8bWEErIHd,We Five,You Were On My Mind,1965,37,0.485,0.51,0.565,0,-8.105,0.05,143.381,0.7,D,War,,,,,,,,,
spotify:track:7GzisMgxLZgCi0Ed3yTw9y,The Righteous Brothers,You’ve Lost That Lovin Feelin’,1965,23,0.855,0.34,0.402,0.00939,-12.943,0.0743,94.506,0.57,D,War,,,,,,,,,
spotify:track:0ZQ6ckgerHYM5mOUxTl99Q,Petula Clark,Downtown,1965,55,0.78,0.48,0.689,0,-7.921,0.0645,117.409,0.596,D,War,,,,,,,,,
spotify:track:7DD7eSuYSC5xk2ArU62esN,The Beatles,Help! - Remastered 2009,1965,71,0.188,0.534,0.725,0,-7.576,0.0332,95.003,0.763,D,War,,,,,,,,,
spotify:track:1Vzr9AOdHw65UHoK1Vuxls,Elvis Presley,Crying In the Chapel,1965,49,0.94,0.404,0.246,3.00E-05,-13.812,0.041,71.274,0.281,D,War,,,,,,,,,
spotify:track:745H5CctFr12Mo7cqa1BMH,The Temptations,My Girl,1965,78,0.635,0.572,0.418,0,-10.738,0.0349,104.566,0.694,D,War,,,,,,,,,
spotify:track:0yjNmllr3Ew6f97TqPuEqa,Sgt. Barry Sadler,The Ballad Of The Green Berets,1966,42,0.782,0.715,0.327,0.000344,-11.814,0.033,84.369,0.713,D,War,,,,,,,,,
spotify:track:5fmtvzDvwlfvNjdNrOj8TA,The Association,Cherish,1966,40,0.726,0.494,0.407,0,-14.463,0.0345,110.13,0.555,D,War,,,,,,,,,
spotify:track:7ES3QjxzmFKMJWt90giLsv,The Righteous Brothers,(You’re My) Soul & Inspiration,1966,9,0.77,0.48,0.416,0.000681,-11.692,0.0847,93.701,0.428,D,War,,,,,,,,,
spotify:track:6Pkj4nv5K53i64cLVgkVyY,Four Tops,Reach Out I'll Be There,1966,53,0.0253,0.607,0.599,0,-8.908,0.0282,119.842,0.735,D,War,,,,,,,,,
spotify:track:4PEeZ2U4UfP2Jo8EtIOjus,? & The Mysterians,96 Tears,1966,52,0.0624,0.65,0.562,3.21E-05,-5.965,0.0345,123.674,0.882,D,War,,,,,,,,,
spotify:track:3h4t9qpFktohHeUQc3hZCa,The Monkees,Last Train to Clarksville - 2006 Remaster Original Stereo Version,1966,49,0.0305,0.239,0.618,0,-8.464,0.033,197.499,0.683,D,War,,,,,,,,,
spotify:track:1OppEieGNdItZbE14gLBEv,The Supremes,You Can't Hurry Love,1966,75,0.344,0.486,0.725,0,-9.263,0.0661,193.249,0.694,D,War,,,,,,,,,
spotify:track:2kt0TS6sYxz25uze84l5Oq,Johnny Rivers,The Poor Side Of Town,1966,29,0.748,0.424,0.487,4.01E-06,-11.956,0.0323,103.399,0.445,D,War,,,,,,,,,
spotify:track:0gBFr7N2D1GfhkXIIepIGG,Lulu,To Sir with Love,1967,47,0.361,0.546,0.399,3.18E-06,-9.378,0.027,97.142,0.301,D,War,,,,,,,,,
spotify:track:6RJK553YhstRzyKA4mug09,The Box Tops,The Letter,1967,62,0.252,0.638,0.428,0,-12.156,0.0687,139.434,0.901,D,War,,,,,,,,,
spotify:track:6RUpOheT93fUdI508K5w6U,The Association,Windy,1967,45,0.357,0.677,0.722,0.148,-7.767,0.0295,132.996,0.898,D,War,,,,,,,,,
spotify:track:2OiOI7sppJH3oDmafgkGiJ,Various Artists,I’m a Believer - Acoustic Cover,1967,4,0.982,0.789,0.185,0.894,-16.84,0.0676,120.257,0.47,D,War,,,,,,,,,
